standard_basis,standard_no_basis,clearing,compression,update,topologylayer,gudhi,dionysus,ripser
3.2956798151135445,1.8001957777887583,1.7288538236171007,1.5327635761350393,2.8329347744584084,0,0.6576563473790884,0,0.9941969681531191
2.9803170766681433,1.8327431380748749,1.76448118314147,1.5762369967997074,2.765303811058402,0,0.6510126851499081,0,0.9141947012394667
2.9663493763655424,1.8061930611729622,1.7408653162419796,1.5556385330855846,2.7657804433256388,0,0.6578153558075428,0,0.934736829251051
2.981633484363556,1.816185811534524,1.7286469712853432,1.5707891918718815,2.7592302709817886,0,0.6549241654574871,0,0.9217263404279947
3.0008700750768185,1.81756248511374,1.7365226410329342,1.5397364255040884,2.7584264799952507,0,0.65401965752244,0,0.9174913968890905
2.979262974113226,1.836712446063757,1.7622477542608976,1.5600297953933477,2.7595932986587286,0,0.6519712675362825,0,0.9263196624815464
2.99986388720572,1.8295251410454512,1.7575786337256432,1.563272699713707,2.7576909475028515,0,0.6542692594230175,0,0.9285133238881826
3.0084171555936337,1.8044872339814901,1.7628735937178135,1.5587285626679659,2.7683995962142944,0,0.6569083947688341,0,0.92132299952209
2.975412568077445,1.8080994207412004,1.752039548009634,1.5656820237636566,2.7480382062494755,0,0.6727604754269123,0,0.9240744709968567
2.9797481764107943,1.8087243866175413,1.7421135231852531,1.568822506815195,2.755808997899294,0,0.6665012277662754,0,0.9219906218349934
3.040111515671015,1.831465633586049,1.7548093479126692,1.592011196538806,2.769520916044712,0,0.6694606151431799,0,0.9248239621520042
3.023153781890869,1.8176470398902893,1.7504040207713842,1.5755179822444916,2.7549410797655582,0,0.6669238526374102,0,0.9196554869413376
2.9717173743993044,1.8011851757764816,1.7312550116330385,1.5550059452652931,2.727880522608757,0,0.6545031126588583,0,0.9234465267509222
2.9365009237080812,1.7586098778992891,1.7198280114680529,1.5297576077282429,2.725656323134899,0,0.6554494369775057,0,0.9212436880916357
2.9661731272935867,1.7777112014591694,1.7178468778729439,1.533249819651246,2.6894201952964067,0,0.65299460478127,0,0.9260496813803911
2.9455256815999746,1.7892924044281244,1.7328537814319134,1.5499974228441715,2.7116795405745506,0,0.6632155701518059,0,0.9275548569858074
2.970690682530403,1.8291007671505213,1.7355054207146168,1.5415848828852177,2.719276301562786,0,0.6629064101725817,0,0.9312708731740713
2.9727889876812696,1.7883714009076357,1.7070217318832874,1.5492903869599104,2.72830499894917,0,0.6609095633029938,0,0.9324726592749357
3.024713648483157,1.8361803106963634,1.7349244244396687,1.5434417519718409,2.7325095497071743,0,0.657727625221014,0,0.9282702840864658
2.9690950885415077,1.8341312799602747,1.7264184542000294,1.5403619911521673,2.729422567412257,0,0.6622030287981033,0,0.9255532529205084
