standard_basis,standard_no_basis,clearing,compression,update,topologylayer,gudhi,dionysus,ripser
139.12061799876392,95.76676841638982,96.99426172301173,91.41391208022833,114.17294739186764,0,57.758780708536506,0,68.38544613495469
185.0540841612965,119.57159253582358,118.94608433358371,108.96846815571189,121.8672134783119,0,58.120179265737534,0,64.921038499102
169.1300704460591,111.66794214211404,110.97201786376536,102.38199775107205,124.83779283612967,0,61.62901589460671,0,70.12896028347313
143.21321105211973,98.33710435405374,96.85446950793266,90.17691805772483,111.08545096591115,0,53.95950962416828,0,60.404201997444034
216.9902882128954,130.442727657035,130.5185279659927,119.29093747213483,148.88291002623737,0,60.23912086710334,0,67.8033400811255
123.52929485216737,87.21391342952847,87.7606539055705,80.37976070679724,98.51077657006681,0,47.81088310852647,0,52.633109813556075
188.72503280825913,121.59747164696455,123.64757114648819,113.64902560226619,127.78338538110256,0,64.94738834165037,0,75.44242392294109
140.7012823726982,95.75303974375129,94.64424184150994,87.57282547652721,104.46783269941807,0,50.54684743285179,0,59.315118787810206
191.29409215785563,126.4742640722543,125.6453486084938,115.49187126010656,122.89341090619564,0,70.8069903627038,0,77.67812738008797
155.29364726133645,106.46540944091976,103.36999159678817,97.90089729428291,119.08739841915667,0,57.76813373528421,0,73.06272829137743
143.50844732299447,97.91400232724845,97.70247630402446,89.96762291900814,121.10429405979812,0,54.39327107928693,0,63.00251508131623
144.3391749970615,98.3726155180484,96.03095674701035,88.52810703590512,111.64911358430982,0,49.991718642413616,0,58.15285788476467
148.7813665010035,103.64911777712405,100.7736955601722,94.5605780556798,119.2464590035379,0,61.799868332222104,0,68.30363084003329
158.68927955068648,107.51933085545897,107.24213925562799,99.60951196588576,134.90942460671067,0,60.543711338192225,0,69.22422306798398
129.76904681697488,91.15611812844872,88.7204159591347,83.07943511195481,109.78458461165428,0,49.58912058733404,0,58.12774665467441
123.06426319852471,82.56672603264451,82.7241005115211,77.61497699655592,90.58626941777766,0,46.52505473420024,0,56.27329185977578
157.76126866228878,100.75074524432421,99.66064400412142,91.28568707033992,115.96288356557488,0,54.85822758823633,0,63.04647264443338
178.0859124865383,118.82783641666174,115.1562548559159,105.5818629078567,116.78627026826143,0,67.2100250273943,0,67.99383695609868
199.1521514877677,128.92994511313736,127.99281549081206,117.44603644311428,120.81670492514968,0,66.49629709497094,0,72.86520272120833
143.21883976832032,95.12207777798176,94.64172773994505,87.11540808342397,116.40299811027944,0,49.42949643172324,0,57.836806666105986
