standard_basis,standard_no_basis,clearing,compression,update,topologylayer,gudhi,dionysus,ripser
125.14463369548321,75.5626861397177,74.4620953798294,67.5608248654753,150.83748312294483,0,26.11234756372869,0,0.7646173164248466
91.33653880469501,58.17669531516731,55.57804988697171,51.19760821200907,145.90538318641484,0,25.293028734624386,0,0.7705600243061781
128.05214344523847,77.05439326539636,75.62519260123372,66.06817703321576,273.08451062068343,0,26.11197128519416,0,0.7689215987920761
93.98709532804787,57.41263231448829,55.6092293523252,50.65829076431692,70.29172365553677,0,23.439791476354003,0,0.7350155226886272
145.37931145727634,82.08385330811143,79.77320250496268,69.0675956942141,93.03394561819732,0,26.178865330293775,0,0.7861909922212362
134.43918880447745,79.3385816551745,77.63275470025837,68.61213547550142,321.39707950130105,0,30.024874344468117,0,0.789978850632906
111.36654052697122,69.00445876270533,66.85697816498578,60.68195265159011,146.6354332305491,0,29.74286591820419,0,0.8153451308608055
111.0744274314493,64.38453680463135,62.44590463116765,56.01307141408324,73.86193495057523,0,23.359619291499257,0,0.6956699695438147
147.51768375188112,81.24602630920708,77.66526376456022,65.37330295145512,240.24198863096535,0,24.74991137161851,0,0.7054350581020117
110.14361173845828,66.27980969659984,64.08563593402505,58.32490139454603,103.25879507511854,0,28.110299915075302,0,0.7948805000633001
138.14094066992402,78.23587857931852,74.91461637616158,66.9780449680984,403.37298853322864,0,26.32620759308338,0,0.7845664415508509
179.71192265115678,95.4547202643007,91.83422167226672,78.81427066400647,184.68808312155306,0,28.211801620200276,0,0.805796017870307
129.8403856921941,73.97113578952849,72.6053230650723,63.799104107543826,95.79108752310276,0,25.885979993268847,0,0.7900920175015926
115.15594688802958,68.96831241250038,66.4554809294641,59.7838742621243,110.07121013663709,0,27.732077343389392,0,0.8214949928224087
138.45039006136358,77.42571271024644,75.09117639809847,64.18962799943984,151.1883760523051,0,24.71064716205001,0,0.7626190688461065
135.08245286904275,81.95277383737266,77.85324956290424,70.26308204978704,251.57261255197227,0,30.543560348451138,0,0.776807026937604
123.10479527339339,70.94739185273647,67.40614465251565,61.32618248835206,85.15209990367293,0,26.74596429988742,0,0.7409314792603254
99.37597414664924,59.55240277945995,57.705529963597655,53.17543489485979,81.20928070507944,0,25.32876394316554,0,0.7351471241563559
153.18879006430507,84.10846947319806,80.96563692763448,69.58441977389157,235.17344059608877,0,29.789316529408097,0,0.8267716970294714
112.71242600120604,66.63799785263836,64.23360474035144,58.6059841401875,81.25619559548795,0,25.01953136920929,0,0.7310624476522207
