standard_basis,standard_no_basis,clearing,compression,update,topologylayer,gudhi,dionysus,ripser
2.641972007229924,1.5005898717790842,1.4008331000804901,1.3152750879526138,1.9755130670964718,0,0.7132384311407804,0,1.014104275032878
2.3363520223647356,1.4885304868221283,1.4285298716276884,1.3107998687773943,1.962232818827033,0,0.7877274323254824,0,1.096986684948206
2.6280956752598286,1.7347255032509565,1.6670151092112064,1.5037439707666636,2.002440955489874,0,0.7845736797899008,0,1.0799324996769428
2.6342873722314835,1.6377969309687614,1.609757563099265,1.4618320111185312,1.999606043100357,0,0.7950851563364267,0,1.108807573094964
2.7079035863280296,1.8099139705300331,1.6752334963530302,1.5297349449247122,2.071274833753705,0,0.8206214588135481,0,1.096825486049056
2.7433138862252235,1.7941898666322231,1.7227438017725945,1.591180693358183,2.0623148791491985,0,0.8079889118671417,0,1.1162234283983707
2.7454753052443266,1.7272565346211195,1.6306000668555498,1.513659168034792,2.051766760647297,0,0.8317106124013662,0,1.1240194365382195
2.735370010137558,1.704048216342926,1.6568864919245243,1.5660101119428873,2.0554694030433893,0,0.797951765358448,0,1.11780303157866
2.703069545328617,1.7353804558515549,1.6885938122868538,1.547875439748168,2.0528700556606054,0,0.81360705755651,0,1.1111060231924057
2.761700978502631,1.7434197757393122,1.7212977521121502,1.5385419111698866,2.0555247217416763,0,0.8191931769251823,0,1.0983775481581688
2.7922816164791584,1.7715337444096804,1.6638069339096546,1.4900120794773102,2.08300955966115,0,0.8105303198099136,0,1.1062704157084227
2.7293364629149437,1.7631085608154535,1.7068771999329329,1.5458376463502645,2.0798139721155167,0,0.7992505133152008,0,1.1045834012329578
2.721925573423505,1.7121318597346544,1.6627654116600752,1.4954285994172096,1.9960818644613028,0,0.7403235454112291,0,1.0943240318447351
2.9822867270559072,1.9664982818067074,1.8815009333193302,1.7036298848688602,2.209840251132846,0,0.9148785080760717,0,1.1907657198607922
2.965700251981616,1.9244982041418552,1.837522342801094,1.7202523294836283,2.0995636265724897,0,0.7927803080528975,0,1.1022917199879885
2.7044141348451376,1.57914893142879,1.5652864947915077,1.4667995441704988,1.9614101368933916,0,0.9277507700026035,0,1.17479407787323
2.5298789516091347,1.5929100681096315,1.7238459326326847,1.6243515852838755,2.0719501860439777,0,0.7935972511768341,0,1.1009627804160118
2.770872876048088,1.7998911868780851,1.7261489015072584,1.563761867582798,2.0676865726709366,0,0.8140638116747141,0,1.119728945195675
2.774428181350231,1.7855965662747622,1.7460957895964384,1.5532803554087877,2.1044513005763292,0,0.860440481454134,0,1.1314572915434837
2.757720248773694,1.6788963954895735,1.5137754809111357,1.5043038446456194,2.2399637196213007,0,0.8863919991999865,0,1.1055191680788994
