dataset,standard_basis,standard_no_basis,clearing,compression,update,topologylayer,gudhi,dionysus,ripser
sphere-0.001-100-2,0.4716814309358597,0.25090881809592247,0.24866393581032753,0.224220247939229,0.1898914910852909,0,0.048289209604263306,0.8325050510466099,0.1284555047750473
sphere-0.001-100-2,0.47496173344552517,0.2510117180645466,0.24860838614404202,0.22277546674013138,0.19084817543625832,0,0.048327600583434105,0.8337305542081594,0.12829563952982426
sphere-0.001-100-2,0.4732295908033848,0.251283286139369,0.24844467267394066,0.22424827329814434,0.19019385613501072,0,0.04815187118947506,0.8307276275008917,0.12870802357792854
sphere-0.001-100-2,0.4717409908771515,0.2509990371763706,0.2491410244256258,0.22392340935766697,0.19046668708324432,0,0.04823991470038891,0.833342719823122,0.12810352072119713
sphere-0.001-100-2,0.4727831296622753,0.2509454358369112,0.248455498367548,0.22329354286193848,0.1905097495764494,0,0.04826887138187885,0.8326581288129091,0.12847506441175938
sphere-0.001-100-2,0.47331446409225464,0.24972959235310555,0.2500426284968853,0.22460765205323696,0.19179659895598888,0,0.04845904000103474,0.8297567516565323,0.12837006151676178
sphere-0.001-100-3,22.800749162212014,10.80494569055736,10.390317084267735,7.738841220736504,5.5609888471663,0,2.442950440570712,35.230045126751065,3.3764783907681704
sphere-0.001-100-3,20.505410578101873,10.606052923947573,10.210427163168788,7.951224863529205,5.495641563087702,0,2.279000386595726,35.089547438547015,3.3797198869287968
sphere-0.001-100-3,20.271691527217627,10.648688435554504,10.341889441013336,7.832373322919011,5.4182127974927425,0,2.2673187237232924,35.580070711672306,3.3983376398682594
sphere-0.001-100-3,21.498235914856195,11.678489599376917,11.775918500497937,8.922007145360112,6.324243612587452,0,2.8174362368881702,36.58065536990762,3.45025422796607
sphere-0.001-100-3,20.90027902647853,11.086499694734812,10.703513123095036,8.244121564552188,5.590170213952661,0,2.340993659570813,36.69710724800825,3.4721054695546627
sphere-0.001-100-3,21.07321083918214,11.173559047281742,10.742204990237951,8.216139066964388,5.554128989577293,0,2.3539281878620386,36.83922871388495,3.450202712789178
sphere-0.001-100-3,21.330382984131575,11.156294772401452,10.852231657132506,8.395115936174989,5.498958583921194,0,2.620507476851344,37.78916670195758,3.733621057122946
sphere-0.001-100-3,22.855680894106627,12.359476258978248,11.980171402916312,9.363469803705812,6.344375170767307,0,2.741795126348734,38.33600948937237,3.719996862113476
sphere-0.001-100-3,22.957720041275024,12.329644557088614,12.051660830155015,9.424288621172309,6.351613821461797,0,2.746613087132573,38.22668533958495,3.7360826190561056
sphere-0.001-100-3,21.338908668607473,11.087895836681128,10.690734803676605,8.040891222655773,6.179652763530612,0,2.6828734073787928,38.357509434223175,3.893000043928623
sphere-0.001-100-3,23.42690358310938,12.20709222741425,12.091370088979602,9.4116655215621,6.130043199285865,0,2.6053209491074085,37.66900662146509,3.879187621176243
sphere-0.001-100-3,23.660513063892722,12.408316385000944,12.23352388292551,9.637779707089067,6.400182681158185,0,2.828929977491498,38.20458070188761,3.8468076549470425
sphere-0.001-100-3,23.299067687243223,12.510291898623109,12.089670415967703,9.646905571222305,6.475642837584019,0,2.8286024406552315,38.12702257744968,3.6263378020375967
sphere-0.001-100-3,23.282318480312824,12.449656078591943,12.200867060571909,9.522056892514229,6.452389776706696,0,2.8558649346232414,38.34669318050146,3.824268378317356
sphere-0.001-100-3,22.94585821032524,12.60297087021172,12.280556386336684,9.686928698793054,6.44265472702682,0,2.8465788662433624,38.503066232427955,3.841289112344384
sphere-0.001-100-3,23.1327883284539,12.687246898189187,12.317204911261797,9.736770909279585,6.407816490158439,0,2.8179300129413605,39.83100892789662,3.8300102930516005
sphere-0.001-100-3,23.45414984971285,12.446616753935814,12.264810239896178,9.70209201797843,6.49481744505465,0,2.8431670144200325,38.71232571452856,3.8484016936272383
sphere-0.001-100-3,23.29535340704024,12.281138096004725,12.293006986379623,9.656944060698152,6.40966359525919,0,2.8418388478457928,38.30238678306341,3.893348617479205
sphere-0.001-100-3,23.553636267781258,12.494317339733243,11.80080957338214,9.70832141675055,6.4209907576441765,0,2.8076114673167467,38.30339623615146,3.830640025436878
sphere-0.001-100-3,23.35351819731295,12.576049139723182,12.16075799241662,9.43732706643641,6.429888067767024,0,2.7310398146510124,38.171365359798074,3.778700940310955
